# VHH-NNLO SMEFT scan points
# process: ZHH
# energy_tev: 13.6
# scan_axis: phiD
# fixed_wcs: phi=0,phiB=0,phiBox=0,phiD=0,phiQ3rd=0,phiW=0,phiWB=0,phid=0,phiq1st=0,phiq3st=0,phiu=0,tphi=0
#
phiD	sigma_lo	sigma_nnlo	k	sigma_smeft_over_sm_lo	sigma_smeft_over_sm_nnlo
0.6842105263	0.2999207528	0.4087415127	1.362831711	1.031726552	1.031114189
0.6872180451	0.2999612927	0.4087957277	1.362828263	1.03186601	1.031250955
0.6902255639	0.3000018327	0.4088499426	1.362824817	1.032005467	1.03138772
0.6932330827	0.3000423727	0.4089041576	1.362821371	1.032144924	1.031524486
0.6962406015	0.3000829126	0.4089583725	1.362817926	1.032284382	1.031661252
0.6992481203	0.3001234526	0.4090125875	1.362814482	1.032423839	1.031798017
0.7022556391	0.3001639926	0.4090668024	1.362811038	1.032563297	1.031934783
0.7052631579	0.3002045325	0.4091210174	1.362807596	1.032702754	1.032071549
0.7082706767	0.3002450725	0.4091752323	1.362804155	1.032842211	1.032208314
0.7112781955	0.3002856125	0.4092294473	1.362800715	1.032981669	1.03234508
0.7142857143	0.3003261524	0.4092836622	1.362797275	1.033121126	1.032481846
0.7172932331	0.3003666924	0.4093378772	1.362793837	1.033260583	1.032618611
0.7203007519	0.3004072324	0.4093920921	1.362790399	1.033400041	1.032755377
0.7233082707	0.3004477723	0.4094463071	1.362786963	1.033539498	1.032892143
0.7263157895	0.3004883123	0.409500522	1.362783527	1.033678956	1.033028908
0.7293233083	0.3005288523	0.409554737	1.362780092	1.033818413	1.033165674
0.7323308271	0.3005693922	0.4096089519	1.362776658	1.03395787	1.03330244
0.7353383459	0.3006099322	0.4096631669	1.362773225	1.034097328	1.033439205
0.7383458647	0.3006504722	0.4097173818	1.362769793	1.034236785	1.033575971
0.7413533835	0.3006910121	0.4097715968	1.362766362	1.034376242	1.033712737
0.7443609023	0.3007315521	0.4098258117	1.362762932	1.0345157	1.033849502
0.7473684211	0.3007720921	0.4098800267	1.362759503	1.034655157	1.033986268
0.7503759398	0.300812632	0.4099342416	1.362756075	1.034794615	1.034123034
0.7533834586	0.300853172	0.4099884566	1.362752647	1.034934072	1.034259799
0.7563909774	0.300893712	0.4100426716	1.362749221	1.035073529	1.034396565
0.7593984962	0.3009342519	0.4100968865	1.362745795	1.035212987	1.034533331
0.762406015	0.3009747919	0.4101511015	1.362742371	1.035352444	1.034670096
