# VHH-NNLO SMEFT scan points
# process: WplusHH
# energy_tev: 13.6
# scan_axis: phiBox
# fixed_wcs: phi=0,phiBox=0,phiD=0,phiW=0,phiq3st=0
#
phiBox	sigma_lo	sigma_nnlo	k	sigma_smeft_over_sm_lo	sigma_smeft_over_sm_nnlo
0.5393483709	0.4217947315	0.5089646891	1.206664406	1.421546043	1.421878924
0.5471177945	0.4235965235	0.5111400549	1.206667256	1.4276185	1.427956176
0.554887218	0.4253983156	0.5133154207	1.206670083	1.433690957	1.434033428
0.5626566416	0.4272001076	0.5154907865	1.206672885	1.439763414	1.44011068
0.5704260652	0.4290018997	0.5176661522	1.206675664	1.445835871	1.446187932
0.5781954887	0.4308036917	0.519841518	1.20667842	1.451908328	1.452265185
0.5859649123	0.4326054838	0.5220168838	1.206681153	1.457980785	1.458342437
0.5937343358	0.4344072758	0.5241922496	1.206683863	1.464053242	1.464419689
0.6015037594	0.4362090678	0.5263676154	1.20668655	1.470125699	1.470496941
0.609273183	0.4380108599	0.5285429811	1.206689216	1.476198156	1.476574193
0.6170426065	0.4398126519	0.5307183469	1.20669186	1.482270613	1.482651445
0.6248120301	0.441614444	0.5328937127	1.206694482	1.48834307	1.488728698
0.6325814536	0.443416236	0.5350690785	1.206697083	1.494415527	1.49480595
0.6403508772	0.445218028	0.5372444443	1.206699663	1.500487984	1.500883202
0.6481203008	0.4470198201	0.53941981	1.206702222	1.506560441	1.506960454
0.6558897243	0.4488216121	0.5415951758	1.20670476	1.512632898	1.513037706
0.6636591479	0.4506234042	0.5437705416	1.206707278	1.518705354	1.519114958
0.6714285714	0.4524251962	0.5459459074	1.206709776	1.524777811	1.525192211
0.679197995	0.4542269882	0.5481212732	1.206712255	1.530850268	1.531269463
0.6869674185	0.4560287803	0.5502966389	1.206714713	1.536922725	1.537346715
0.6947368421	0.4578305723	0.5524720047	1.206717153	1.542995182	1.543423967
0.7025062657	0.4596323644	0.5546473705	1.206719573	1.549067639	1.549501219
0.7102756892	0.4614341564	0.5568227363	1.206721974	1.555140096	1.555578471
0.7180451128	0.4632359484	0.5589981021	1.206724357	1.561212553	1.561655723
0.7258145363	0.4650377405	0.5611734678	1.206726721	1.56728501	1.567732976
0.7335839599	0.4668395325	0.5633488336	1.206729067	1.573357467	1.573810228
0.7413533835	0.4686413246	0.5655241994	1.206731395	1.579429924	1.57988748
0.749122807	0.4704431166	0.5676995652	1.206733705	1.585502381	1.585964732
0.7568922306	0.4722449086	0.569874931	1.206735998	1.591574838	1.592041984
0.7646616541	0.4740467007	0.5720502967	1.206738273	1.597647295	1.598119236
0.7724310777	0.4758484927	0.5742256625	1.20674053	1.603719752	1.604196489
0.7802005013	0.4776502848	0.5764010283	1.206742771	1.609792209	1.610273741
0.7879699248	0.4794520768	0.5785763941	1.206744995	1.615864666	1.616350993
0.7957393484	0.4812538689	0.5807517599	1.206747202	1.621937123	1.622428245
0.8035087719	0.4830556609	0.5829271256	1.206749393	1.628009579	1.628505497
0.8112781955	0.4848574529	0.5851024914	1.206751568	1.634082036	1.634582749
0.819047619	0.486659245	0.5872778572	1.206753726	1.640154493	1.640660001
0.8268170426	0.488461037	0.589453223	1.206755869	1.64622695	1.646737254
0.8345864662	0.4902628291	0.5916285888	1.206757995	1.652299407	1.652814506
0.8423558897	0.4920646211	0.5938039545	1.206760106	1.658371864	1.658891758
0.8501253133	0.4938664131	0.5959793203	1.206762202	1.664444321	1.66496901
0.8578947368	0.4956682052	0.5981546861	1.206764283	1.670516778	1.671046262
0.8656641604	0.4974699972	0.6003300519	1.206766348	1.676589235	1.677123514
0.873433584	0.4992717893	0.6025054177	1.206768399	1.682661692	1.683200767
0.8812030075	0.5010735813	0.6046807834	1.206770435	1.688734149	1.689278019
0.8889724311	0.5028753733	0.6068561492	1.206772456	1.694806606	1.695355271
0.8967418546	0.5046771654	0.609031515	1.206774463	1.700879063	1.701432523
0.9045112782	0.5064789574	0.6112068808	1.206776455	1.70695152	1.707509775
0.9122807018	0.5082807495	0.6133822466	1.206778433	1.713023977	1.713587027
0.9200501253	0.5100825415	0.6155576123	1.206780398	1.719096434	1.719664279
0.9278195489	0.5118843335	0.6177329781	1.206782348	1.725168891	1.725741532
0.9355889724	0.5136861256	0.6199083439	1.206784285	1.731241348	1.731818784
0.943358396	0.5154879176	0.6220837097	1.206786209	1.737313804	1.737896036
0.9511278195	0.5172897097	0.6242590755	1.206788119	1.743386261	1.743973288
0.9588972431	0.5190915017	0.6264344412	1.206790015	1.749458718	1.75005054
0.9666666667	0.5208932937	0.628609807	1.206791899	1.755531175	1.756127792
0.9744360902	0.5226950858	0.6307851728	1.206793769	1.761603632	1.762205045
0.9822055138	0.5244968778	0.6329605386	1.206795627	1.767676089	1.768282297
0.9899749373	0.5262986699	0.6351359044	1.206797472	1.773748546	1.774359549
0.9977443609	0.5281004619	0.6373112701	1.206799304	1.779821003	1.780436801
1.005513784	0.529902254	0.6394866359	1.206801124	1.78589346	1.786514053
1.013283208	0.531704046	0.6416620017	1.206802932	1.791965917	1.792591305
