# VHH-NNLO SMEFT scan points
# process: WplusHH
# energy_tev: 13.6
# scan_axis: phi
# fixed_wcs: phi=0,phiBox=0,phiD=0,phiW=0,phiq3st=0
#
phi	sigma_lo	sigma_nnlo	k	sigma_smeft_over_sm_lo	sigma_smeft_over_sm_nnlo
1.015037594	0.2210110936	0.2668937498	1.207603408	0.7448586296	0.7456128213
1.060150376	0.2176464538	0.2628467076	1.207677419	0.7335190132	0.7343067245
1.105263158	0.2142818139	0.2587996654	1.207753755	0.7221793967	0.7230006277
1.15037594	0.210917174	0.2547526231	1.207832526	0.7108397802	0.7116945308
1.195488722	0.2075525342	0.2507055809	1.207913851	0.6995001638	0.700388434
1.240601504	0.2041878943	0.2466585387	1.207997857	0.6881605473	0.6890823372
1.285714286	0.2008232545	0.2426114964	1.208084677	0.6768209308	0.6777762404
1.330827068	0.1974586146	0.2385644542	1.208174456	0.6654813144	0.6664701435
1.37593985	0.1940939747	0.234517412	1.208267347	0.6541416979	0.6551640467
1.421052632	0.1907293349	0.2304703697	1.208363516	0.6428020815	0.6438579499
1.466165414	0.187364695	0.2264233275	1.208463139	0.631462465	0.632551853
1.511278195	0.1840000552	0.2223762853	1.208566405	0.6201228485	0.6212457562
1.556390977	0.1806354153	0.218329243	1.208673519	0.6087832321	0.6099396594
1.601503759	0.1772707754	0.2142822008	1.208784698	0.5974436156	0.5986335625
1.646616541	0.1739061356	0.2102351586	1.20890018	0.5861039992	0.5873274657
1.691729323	0.1705414957	0.2061881163	1.209020218	0.5747643827	0.5760213689
1.736842105	0.1671768559	0.2021410741	1.209145088	0.5634247662	0.5647152721
1.781954887	0.163812216	0.1980940318	1.209275088	0.5520851498	0.5534091752
1.827067669	0.1604475761	0.1940469896	1.209410539	0.5407455333	0.5421030784
1.872180451	0.1570829363	0.1899999474	1.209551794	0.5294059168	0.5307969816
1.917293233	0.1537182964	0.1859529051	1.209699232	0.5180663004	0.5194908847
1.962406015	0.1503536566	0.1819058629	1.209853269	0.5067266839	0.5081847879
2.007518797	0.1469890167	0.1778588207	1.210014358	0.4953870675	0.4968786911
2.052631579	0.1436243768	0.1738117784	1.210182994	0.484047451	0.4855725943
2.097744361	0.140259737	0.1697647362	1.210359722	0.4727078345	0.4742664974
2.142857143	0.1368950971	0.165717694	1.210545136	0.4613682181	0.4629604006
2.187969925	0.1335304573	0.1616706517	1.210739894	0.4500286016	0.4516543038
2.233082707	0.1301658174	0.1576236095	1.210944721	0.4386889851	0.4403482069
2.278195489	0.1268011775	0.1535765673	1.211160419	0.4273493687	0.4290421101
2.323308271	0.1234365377	0.149529525	1.211387875	0.4160097522	0.4177360133
2.368421053	0.1200718978	0.1454824828	1.211628078	0.4046701358	0.4064299164
2.413533835	0.116707258	0.1414354406	1.211882132	0.3933305193	0.3951238196
2.458646617	0.1133426181	0.1373883983	1.212151269	0.3819909028	0.3838177228
2.503759398	0.1099779782	0.1333413561	1.212436873	0.3706512864	0.372511626
2.54887218	0.1066133384	0.1292943139	1.212740505	0.3593116699	0.3612055291
2.593984962	0.1032486985	0.1252472716	1.213063926	0.3479720535	0.3498994323
2.639097744	0.09988405866	0.1212002294	1.213409137	0.336632437	0.3385933355
2.684210526	0.0965194188	0.1171531871	1.213778415	0.3252928205	0.3272872386
2.729323308	0.09315477893	0.1131061449	1.214174369	0.3139532041	0.3159811418
2.77443609	0.08979013907	0.1090591027	1.214599997	0.3026135876	0.304675045
2.819548872	0.08642549921	0.1050120604	1.215058766	0.2912739711	0.2933689481
2.864661654	0.08306085935	0.1009650182	1.215554703	0.2799343547	0.2820628513
2.909774436	0.07969621949	0.09691797597	1.216092515	0.2685947382	0.2707567545
2.954887218	0.07633157963	0.09287093374	1.216677739	0.2572551218	0.2594506577
3	0.07296693977	0.0888238915	1.217316935	0.2459155053	0.2481445608
