# VHH-NNLO SMEFT scan points
# process: ZHH
# energy_tev: 14.0
# scan_axis: phi
# fixed_wcs: phi=0,phiB=0,phiBox=0,phiD=0,phiQ3rd=0,phiW=0,phiWB=0,phid=0,phiq1st=0,phiq3st=0,phiu=0,tphi=0
#
phi	sigma_lo	sigma_nnlo	k	sigma_smeft_over_sm_lo	sigma_smeft_over_sm_nnlo
2.293233083	0.1377226143	0.21287529	1.545681449	0.4507971612	0.510153226
2.343358396	0.1340551511	0.2084074895	1.554639921	0.4387927275	0.4994461927
2.393483709	0.130387688	0.203939689	1.564102349	0.4267882939	0.4887391594
2.443609023	0.1267202248	0.1994718886	1.57411249	0.4147838603	0.4780321261
2.493734336	0.1230527616	0.1950040881	1.584719315	0.4027794266	0.4673250928
2.543859649	0.1193852985	0.1905362876	1.595977814	0.390774993	0.4566180595
2.593984962	0.1157178353	0.1860684872	1.607949947	0.3787705594	0.4459110262
2.644110276	0.1120503721	0.1816006867	1.620705788	0.3667661257	0.4352039929
2.694235589	0.108382909	0.1771328862	1.634324894	0.3547616921	0.4244969596
2.744360902	0.1047154458	0.1726650858	1.648897968	0.3427572585	0.4137899263
2.794486216	0.1010479826	0.1681972853	1.664528879	0.3307528248	0.4030828929
2.844611529	0.09738051948	0.1637294848	1.681337148	0.3187483912	0.3923758596
2.894736842	0.09371305631	0.1592616844	1.699461	0.3067439576	0.3816688263
2.944862155	0.09004559315	0.1547938839	1.719061183	0.2947395239	0.370961793
2.994987469	0.08637812998	0.1503260834	1.740325745	0.2827350903	0.3602547597
3.045112782	0.08271066682	0.145858283	1.763476086	0.2707306566	0.3495477264
3.095238095	0.07904320365	0.1413904825	1.788774695	0.258726223	0.3388406931
3.145363409	0.07537574049	0.1369226821	1.81653515	0.2467217894	0.3281336598
3.195488722	0.07170827732	0.1324548816	1.847135178	0.2347173557	0.3174266265
3.245614035	0.06804081416	0.1279870811	1.881033946	0.2227129221	0.3067195931
3.295739348	0.064373351	0.1235192807	1.918795258	0.2107084885	0.2960125598
3.345864662	0.06070588783	0.1190514802	1.961119167	0.1987040548	0.2853055265
3.395989975	0.05703842467	0.1145836797	2.008885771	0.1866996212	0.2745984932
3.446115288	0.0533709615	0.1101158793	2.063217078	0.1746951876	0.2638914599
3.496240602	0.04970349834	0.1056480788	2.125566255	0.1626907539	0.2531844266
3.546365915	0.04603603517	0.1011802783	2.197849531	0.1506863203	0.2424773933
3.596491228	0.04236857201	0.09671247787	2.282646624	0.1386818867	0.23177036
3.646616541	0.03870110884	0.0922446774	2.383515102	0.126677453	0.2210633267
3.696741855	0.03503364568	0.08777687694	2.505502218	0.1146730194	0.2103562934
3.746867168	0.03136618251	0.08330907647	2.656015804	0.1026685858	0.19964926
3.796992481	0.02769871935	0.07884127601	2.846387048	0.09066415212	0.1889422267
3.847117794	0.02403125619	0.07437347554	3.094864245	0.07865971848	0.1782351934
3.897243108	0.02036379302	0.06990567508	3.432841564	0.06665528484	0.1675281601
3.947368421	0.01669632986	0.06543787461	3.919296946	0.05465085121	0.1568211268
3.997493734	0.01302886669	0.06097007415	4.67961455	0.04264641757	0.1461140935
4.047619048	0.009361403528	0.05650227368	6.035662656	0.03064198394	0.1354070602
4.097744361	0.005693940363	0.05203447322	9.138570111	0.0186375503	0.1247000269
4.147869674	0.002026477199	0.04756667275	23.47259213	0.006633116668	0.1139929936
4.197994987	-0.001640985966	0.04309887229	-26.26401029	-0.005371316968	0.1032859602
4.248120301	-0.00530844913	0.03863107182	-7.277280214	-0.0173757506	0.09257892694
4.298245614	-0.008975912295	0.03416327136	-3.806105746	-0.02938018424	0.08187189363
4.348370927	-0.01264337546	0.02969547089	-2.348698019	-0.04138461787	0.07116486032
4.398496241	-0.01631083862	0.02522767043	-1.546681382	-0.05338905151	0.06045782701
4.448621554	-0.01997830179	0.02075986996	-1.039120851	-0.06539348515	0.0497507937
4.498746867	-0.02364576495	0.0162920695	-0.6890058127	-0.07739791878	0.03904376039
4.54887218	-0.02731322812	0.01182426903	-0.432913641	-0.08940235242	0.02833672708
4.598997494	-0.03098069128	0.007356468568	-0.2374533383	-0.1014067861	0.01762969377
4.649122807	-0.03464815445	0.002888668103	-0.0833714854	-0.1134112197	0.006922660455
4.69924812	-0.03831561761	-0.001579132362	0.04121380421	-0.1254156533	-0.003784372856
4.749373434	-0.04198308078	-0.006046932827	0.144032613	-0.137420087	-0.01449140617
4.799498747	-0.04565054394	-0.01051473329	0.230330953	-0.1494245206	-0.02519843948
4.84962406	-0.0493180071	-0.01498253376	0.3037943874	-0.1614289542	-0.03590547279
4.899749373	-0.05298547027	-0.01945033422	0.3670880738	-0.1734333879	-0.0466125061
4.949874687	-0.05665293343	-0.02391813469	0.4221870473	-0.1854378215	-0.05731953941
5	-0.0603203966	-0.02838593515	0.4705860166	-0.1974422551	-0.06802657272
