# VHH-NNLO SMEFT scan points
# process: ZHH
# energy_tev: 13.6
# scan_axis: phiBox
# fixed_wcs: phi=0,phiB=0,phiBox=0,phiD=0,phiQ3rd=0,phiW=0,phiWB=0,phid=0,phiq1st=0,phiq3st=0,phiu=0,tphi=0
#
phiBox	sigma_lo	sigma_nnlo	k	sigma_smeft_over_sm_lo	sigma_smeft_over_sm_nnlo
0.004887218045	0.2917670703	0.3977693782	1.363311417	1.003677907	1.003435269
0.01253132832	0.2934393462	0.3998993211	1.362800614	1.009430532	1.008808382
0.0201754386	0.2951116221	0.4020292641	1.362295599	1.015183156	1.014181495
0.02781954887	0.296783898	0.404159207	1.361796276	1.020935781	1.019554609
0.03546365915	0.298456174	0.40628915	1.361302548	1.026688405	1.024927722
0.04310776942	0.3001284499	0.4084190929	1.360814322	1.03244103	1.030300835
0.0507518797	0.3018007258	0.4105490359	1.360331506	1.038193654	1.035673948
0.05839598997	0.3034730017	0.4126789788	1.359854012	1.043946279	1.041047061
0.06604010025	0.3051452776	0.4148089218	1.359381751	1.049698903	1.046420174
0.07368421053	0.3068175535	0.4169388647	1.358914638	1.055451528	1.051793287
0.0813283208	0.3084898294	0.4190688077	1.35845259	1.061204152	1.057166401
0.08897243108	0.3101621053	0.4211987506	1.357995524	1.066956777	1.062539514
0.09661654135	0.3118343813	0.4233286936	1.35754336	1.072709401	1.067912627
0.1042606516	0.3135066572	0.4254586365	1.35709602	1.078462026	1.07328574
0.1119047619	0.3151789331	0.4275885795	1.356653426	1.08421465	1.078658853
0.1195488722	0.316851209	0.4297185225	1.356215505	1.089967275	1.084031966
0.1271929825	0.3185234849	0.4318484654	1.355782182	1.095719899	1.08940508
0.1348370927	0.3201957608	0.4339784084	1.355353385	1.101472523	1.094778193
0.142481203	0.3218680367	0.4361083513	1.354929044	1.107225148	1.100151306
0.1501253133	0.3235403126	0.4382382943	1.354509089	1.112977772	1.105524419
0.1577694236	0.3252125886	0.4403682372	1.354093454	1.118730397	1.110897532
0.1654135338	0.3268848645	0.4424981802	1.353682071	1.124483021	1.116270645
0.1730576441	0.3285571404	0.4446281231	1.353274875	1.130235646	1.121643758
0.1807017544	0.3302294163	0.4467580661	1.352871804	1.13598827	1.127016872
0.1883458647	0.3319016922	0.448888009	1.352472794	1.141740895	1.132389985
0.1959899749	0.3335739681	0.451017952	1.352077785	1.147493519	1.137763098
0.2036340852	0.335246244	0.4531478949	1.351686717	1.153246144	1.143136211
0.2112781955	0.3369185199	0.4552778379	1.351299531	1.158998768	1.148509324
0.2189223058	0.3385907959	0.4574077808	1.350916169	1.164751393	1.153882437
