# VHH-NNLO SMEFT scan points
# process: ZHH
# energy_tev: 13.6
# scan_axis: tphi
# fixed_wcs: phi=0,phiB=0,phiBox=0,phiD=0,phiQ3rd=0,phiW=0,phiWB=0,phid=0,phiq1st=0,phiq3st=0,phiu=0,tphi=0
#
tphi	sigma_lo	sigma_nnlo	k	sigma_smeft_over_sm_lo	sigma_smeft_over_sm_nnlo
3.345864662	0.2906979103	0.383132192	1.317973671	1	0.9665106851
3.395989975	0.2906979103	0.3829333094	1.317289515	1	0.9660089725
3.446115288	0.2906979103	0.3827344267	1.316605359	1	0.9655072599
3.496240602	0.2906979103	0.382535544	1.315921204	1	0.9650055474
3.546365915	0.2906979103	0.3823366613	1.315237048	1	0.9645038348
3.596491228	0.2906979103	0.3821377786	1.314552892	1	0.9640021222
3.646616541	0.2906979103	0.3819388959	1.313868736	1	0.9635004096
3.696741855	0.2906979103	0.3817400132	1.31318458	1	0.962998697
3.746867168	0.2906979103	0.3815411306	1.312500424	1	0.9624969844
3.796992481	0.2906979103	0.3813422479	1.311816268	1	0.9619952719
3.847117794	0.2906979103	0.3811433652	1.311132112	1	0.9614935593
3.897243108	0.2906979103	0.3809444825	1.310447956	1	0.9609918467
3.947368421	0.2906979103	0.3807455998	1.309763801	1	0.9604901341
3.997493734	0.2906979103	0.3805467171	1.309079645	1	0.9599884215
4.047619048	0.2906979103	0.3803478344	1.308395489	1	0.959486709
4.097744361	0.2906979103	0.3801489517	1.307711333	1	0.9589849964
4.147869674	0.2906979103	0.3799500691	1.307027177	1	0.9584832838
4.197994987	0.2906979103	0.3797511864	1.306343021	1	0.9579815712
4.248120301	0.2906979103	0.3795523037	1.305658865	1	0.9574798586
4.298245614	0.2906979103	0.379353421	1.304974709	1	0.956978146
4.348370927	0.2906979103	0.3791545383	1.304290553	1	0.9564764335
4.398496241	0.2906979103	0.3789556556	1.303606398	1	0.9559747209
4.448621554	0.2906979103	0.3787567729	1.302922242	1	0.9554730083
4.498746867	0.2906979103	0.3785578903	1.302238086	1	0.9549712957
4.54887218	0.2906979103	0.3783590076	1.30155393	1	0.9544695831
4.598997494	0.2906979103	0.3781601249	1.300869774	1	0.9539678705
4.649122807	0.2906979103	0.3779612422	1.300185618	1	0.953466158
4.69924812	0.2906979103	0.3777623595	1.299501462	1	0.9529644454
4.749373434	0.2906979103	0.3775634768	1.298817306	1	0.9524627328
4.799498747	0.2906979103	0.3773645941	1.29813315	1	0.9519610202
4.84962406	0.2906979103	0.3771657115	1.297448995	1	0.9514593076
4.899749373	0.2906979103	0.3769668288	1.296764839	1	0.950957595
4.949874687	0.2906979103	0.3767679461	1.296080683	1	0.9504558825
5	0.2906979103	0.3765690634	1.295396527	1	0.9499541699
